customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
BX94438,CALIFORNIA,F,HIGH SCHOOL OR BELOW,847003.68,0.0,113.0,1/0/00,CORPORATE AUTO,SUV,619.973889
RM41745,CALIFORNIA,F,HIGH SCHOOL OR BELOW,827878.65,0.0,110.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,1002.782553
XR70252,CALIFORNIA,F,HIGH SCHOOL OR BELOW,478893.26,0.0,67.0,1/1/00,PERSONAL AUTO,TWO-DOOR CAR,321.6
YH92099,AZ,F,BACHELOR,308799.99,18558.0,80.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,384.0
SG81493,ARIZONA,M,BACHELOR,444373.62,46384.0,113.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,251.774574
ZX23819,OREGON,F,HIGH SCHOOL OR BELOW,798408.65,0.0,72.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,866.208321
FJ54907,OREGON,F,COLLEGE,718097.1,42303.0,180.0,1/0/00,PERSONAL AUTO,LUXURY SUV,1210.920949
CU26127,CALIFORNIA,F,BACHELOR,1565603.43,71731.0,130.0,1/0/00,CORPORATE AUTO,SUV,599.648466
YH60476,OREGON,M,HIGH SCHOOL OR BELOW,578018.22,51066.0,74.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,787.993313
ZZ97035,CALIFORNIA,M,COLLEGE,2071494.04,0.0,203.0,1/0/00,CORPORATE AUTO,LUXURY CAR,2027.724442
GE82737,NEVADA,F,BACHELOR,533735.24,0.0,86.0,1/3/00,PERSONAL AUTO,FOUR-DOOR CAR,619.2
KY21873,ARIZONA,M,COLLEGE,505082.62,0.0,69.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,72.852047
UA51318,ARIZONA,F,HIGH SCHOOL OR BELOW,511662.4,26173.0,68.0,1/1/00,CORPORATE AUTO,FOUR-DOOR CAR,449.819671
BV55014,OREGON,M,BACHELOR,726873.7,24445.0,63.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,302.4
HX21307,OREGON,MALE,COLLEGE,261661.39,72302.0,66.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,316.8
LQ68252,OREGON,MALE,HIGH SCHOOL OR BELOW,373843.62,27208.0,102.0,1/0/00,PERSONAL AUTO,SUV,489.6
CR92802,CALIFORNIA,F,MASTER,272535.64,36650.0,69.0,1/1/00,SPECIAL AUTO,FOUR-DOOR CAR,56.60333
SL35268,ARIZONA,MALE,COLLEGE,545386.12,30855.0,68.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,259.060862
RD62882,ARIZONA,F,BACHELOR,684615.03,0.0,95.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,456.0
JS42382,OREGON,MALE,MASTER,617291.42,99960.0,76.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,364.8
BT30554,ARIZONA,F,BACHELOR,1034632.45,0.0,98.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,470.4
VP57424,NEVADA,F,BACHELOR,699700.86,55873.0,88.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,299.356083
VU19243,ARIZONA,F,HIGH SCHOOL OR BELOW,419625.77,18052.0,111.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,699.1679
TA82973,OREGON,F,HIGH SCHOOL OR BELOW,785810.98,28937.0,104.0,1/2/00,PERSONAL AUTO,SUV,117.959654
GK71720,OREGON,F,HIGH SCHOOL OR BELOW,606434.4,0.0,86.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,545.240341
OQ61223,CALIFORNIA,MALE,COLLEGE,1749752.2,0.0,73.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,350.4
LL62746,OREGON,MALE,DOCTOR,897064.73,12829.0,118.0,1/0/00,PERSONAL AUTO,SUV,328.231432
JQ56711,OREGON,F,MASTER,592311.72,92163.0,73.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,66.568642
AW77988,OREGON,MALE,HIGH SCHOOL OR BELOW,3585059.94,17588.0,192.0,1/0/00,PERSONAL AUTO,LUXURY CAR,1382.4
QP84605,WASHINGTON,F,BACHELOR,870984.53,41546.0,111.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,121.306839
MY97912,ARIZONA,MALE,COLLEGE,1330933.52,0.0,127.0,1/0/00,PERSONAL AUTO,SUV,609.6
IB87349,CALIFORNIA,M,HIGH SCHOOL OR BELOW,452850.49,70340.0,113.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,542.4
AW73065,OREGON,F,HIGH SCHOOL OR BELOW,279190.65,0.0,74.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,532.8
BW80872,WASHINGTON,M,HIGH SCHOOL OR BELOW,443441.12,34549.0,111.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,125.933005
PX70175,ARIZONA,M,COLLEGE,799600.75,93459.0,99.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,655.41333
KF75098,ARIZONA,M,BACHELOR,512973.9,86148.0,65.0,1/2/00,PERSONAL AUTO,FOUR-DOOR CAR,312.0
IS50283,CALIFORNIA,F,BACHELOR,569717.52,27048.0,72.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,345.6
MY64920,OREGON,F,COLLEGE,921713.06,73259.0,115.0,1/0/00,PERSONAL AUTO,SUV,673.34265
KN34250,OREGON,F,COLLEGE,1020892.76,35482.0,129.0,1/0/00,CORPORATE AUTO,SUV,619.2
GN46207,OREGON,F,MASTER,417068.73,29462.0,107.0,1/1/00,PERSONAL AUTO,SUV,513.6
KL57176,OREGON,F,COLLEGE,450540.58,67801.0,115.0,1/1/00,PERSONAL AUTO,SUV,23.810491
MN94234,CALIFORNIA,M,HIGH SCHOOL OR BELOW,310756.86,0.0,94.0,1/4/00,PERSONAL AUTO,TWO-DOOR CAR,451.2
JY90595,ARIZONA,M,HIGH SCHOOL OR BELOW,552866.5,16042.0,73.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,350.4
HK26543,CALIFORNIA,M,HIGH SCHOOL OR BELOW,504586.67,28056.0,64.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,307.2
PN86062,CALIFORNIA,M,HIGH SCHOOL OR BELOW,296272.25,16495.0,85.0,1/3/00,CORPORATE AUTO,FOUR-DOOR CAR,408.0
VW27730,CALIFORNIA,F,MASTER,866595.64,41163.0,108.0,1/0/00,CORPORATE AUTO,SUV,231.922173
SH55671,ARIZONA,F,COLLEGE,1141344.12,0.0,161.0,1/1/00,PERSONAL AUTO,SPORTS CAR,772.8
MO56878,CALIFORNIA,M,BACHELOR,1548843.2,33799.0,109.0,1/3/00,CORPORATE AUTO,SUV,664.980242
VO38365,WASHINGTON,F,COLLEGE,886114.95,90125.0,110.0,1/0/00,CORPORATE AUTO,SUV,128.645946
SV35618,OREGON,F,BACHELOR,593474.15,87747.0,147.0,1/1/00,PERSONAL AUTO,SUV,46.492039
RX12347,NEVADA,M,COLLEGE,354323.21,35695.0,90.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,432.0
FR55658,CALIFORNIA,M,MASTER,349002.83,90985.0,87.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,78.085149
XS12556,CALIFORNIA,F,COLLEGE,368309.99,0.0,101.0,1/0/00,CORPORATE AUTO,SPORTS CAR,564.466556
ZU73588,CALIFORNIA,M,COLLEGE,598977.39,66839.0,154.0,1/0/00,PERSONAL AUTO,SPORTS CAR,739.2
WT43034,CALIFORNIA,F,HIGH SCHOOL OR BELOW,1250084.3,0.0,165.0,1/0/00,PERSONAL AUTO,SUV,792.0
VM13430,OREGON,F,BACHELOR,860915.82,79090.0,107.0,1/0/00,CORPORATE AUTO,SUV,289.040734
TC78849,OREGON,M,BACHELOR,249745.51,24825.0,64.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,155.938593
VC34764,CALIFORNIA,M,COLLEGE,701917.72,26806.0,63.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,302.4
WO90953,OREGON,F,COLLEGE,538792.63,56835.0,67.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,326.549425
IU47468,OREGON,F,BACHELOR,616555.75,0.0,88.0,1/0/00,SPECIAL AUTO,TWO-DOOR CAR,653.65668
KO46064,CALIFORNIA,M,BACHELOR,273020.29,46135.0,69.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,103.935601
RB34917,ARIZONA,F,BACHELOR,516211.69,0.0,73.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,809.532341
BI38192,OREGON,F,HIGH SCHOOL OR BELOW,793706.48,22862.0,67.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,321.6
PU18983,OREGON,F,HIGH SCHOOL OR BELOW,860815.72,21450.0,110.0,1/2/00,PERSONAL AUTO,SPORTS CAR,528.0
SW79912,OREGON,M,BACHELOR,263254.58,95854.0,65.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,312.0
ES39217,OREGON,F,BACHELOR,778500.42,44897.0,99.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,580.72531
KP72427,WASHINGTON,M,HIGH SCHOOL OR BELOW,2163983.86,64455.0,108.0,1/0/00,PERSONAL AUTO,SUV,133.735395
UA19178,OREGON,F,MASTER,498082.5,53265.0,62.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,238.005074
PR53785,ARIZONA,F,HIGH SCHOOL OR BELOW,745723.78,0.0,198.0,1/1/00,PERSONAL AUTO,LUXURY CAR,1577.674417
XF57481,WASHINGTON,M,MASTER,1064093.93,50450.0,90.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,135.892444
CN90378,CALIFORNIA,F,HIGH SCHOOL OR BELOW,686250.83,54780.0,88.0,1/3/00,PERSONAL AUTO,FOUR-DOOR CAR,135.26125
KI56154,NEVADA,M,HIGH SCHOOL OR BELOW,904898.34,0.0,119.0,1/0/00,PERSONAL AUTO,SPORTS CAR,571.2
UI55951,CALIFORNIA,M,BACHELOR,554803.19,67798.0,69.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,331.2
FF28650,OREGON,M,BACHELOR,831268.16,21442.0,118.0,1/0/00,PERSONAL AUTO,SUV,566.4
FS55302,CALIFORNIA,M,BACHELOR,238998.1,27615.0,62.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,297.6
TN79487,CALIFORNIA,M,BACHELOR,445811.34,17622.0,65.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,312.0
HG32616,NEVADA,M,HIGH SCHOOL OR BELOW,529574.17,50200.0,135.0,1/0/00,PERSONAL AUTO,SPORTS CAR,637.063458
UK41984,ARIZONA,F,DOCTOR,383960.61,0.0,112.0,1/2/00,PERSONAL AUTO,SUV,537.6
LZ52266,CALIFORNIA,F,HIGH SCHOOL OR BELOW,373150.46,0.0,96.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,460.8
PM27367,CALIFORNIA,F,MASTER,277890.37,73570.0,70.0,1/1/00,SPECIAL AUTO,TWO-DOOR CAR,75.936096
ZK21724,OREGON,F,HIGH SCHOOL OR BELOW,401654.2,0.0,111.0,1/0/00,PERSONAL AUTO,SUV,799.2
BH35482,WASHINGTON,M,DOCTOR,493094.93,70412.0,61.0,1/0/00,CORPORATE AUTO,TWO-DOOR CAR,136.291083
QE22757,NEVADA,M,DOCTOR,249131.7,36631.0,62.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,67.530904
ON77649,OREGON,F,COLLEGE,290887.59,35895.0,73.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,312.921256
RN82884,ARIZONA,F,COLLEGE,428294.8,40864.0,109.0,1/1/00,PERSONAL AUTO,SUV,166.937747
CQ75652,OREGON,M,COLLEGE,834162.37,0.0,118.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,566.4
FF58467,ARIZONA,F,MASTER,509078.13,93018.0,63.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,135.382194
BS83666,OREGON,M,BACHELOR,736618.83,70014.0,62.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,17.742954
WO29605,OREGON,F,COLLEGE,243687.51,48875.0,61.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,1.838367
TL77607,CALIFORNIA,M,BACHELOR,885268.87,67969.0,74.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,197.776009
EZ50606,OREGON,F,HIGH SCHOOL OR BELOW,2387547.68,0.0,108.0,1/0/00,CORPORATE AUTO,SUV,612.102262
OS39723,OREGON,F,DOCTOR,560049.65,68665.0,69.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,331.2
FN69743,CALIFORNIA,M,COLLEGE,463654.65,26802.0,66.0,1/1/00,CORPORATE AUTO,TWO-DOOR CAR,316.8
XW96958,NEVADA,M,HIGH SCHOOL OR BELOW,757334.51,0.0,110.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,1193.036154
TU92578,CALIFORNIA,M,COLLEGE,1469663.55,45345.0,125.0,1/0/00,PERSONAL AUTO,SUV,600.0
TL43709,WASHINGTON,M,BACHELORS,897214.03,89689.0,74.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,136.829537
YE68736,CALIFORNIA,F,BACHELOR,772484.01,32051.0,193.0,1/1/00,PERSONAL AUTO,SUV,926.4
OB96537,OREGON,M,MASTER,594667.07,81139.0,74.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,392.6364
EU68825,OREGON,F,MASTER,800054.51,63834.0,100.0,1/1/00,PERSONAL AUTO,SPORTS CAR,215.226476
CC31456,ARIZONA,M,BACHELOR,645756.1,37548.0,81.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,160.598662
DJ77787,ARIZONA,F,HIGH SCHOOL OR BELOW,728144.01,0.0,69.0,1/3/00,PERSONAL AUTO,FOUR-DOOR CAR,371.803029
LN26837,CALIFORNIA,M,HIGH SCHOOL OR BELOW,259243.78,72421.0,65.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,312.0
YI92916,NEVADA,M,MASTER,467842.34,83102.0,116.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,443.670399
NW54906,OREGON,M,COLLEGE,1386992.71,28432.0,118.0,1/0/00,PERSONAL AUTO,SUV,612.300581
ME77513,NEVADA,F,MASTER,871777.78,83707.0,108.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,290.391526
UK76891,CALIFORNIA,F,COLLEGE,523398.68,63259.0,65.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,316.795337
SI26888,NEVADA,F,HIGH SCHOOL OR BELOW,476418.97,0.0,67.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,405.527937
YD74948,OREGON,F,COLLEGE,247246.92,63860.0,62.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,208.598246
HB64268,WASHINGTON,M,BACHELOR,281369.26,43836.0,73.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,138.130879
BW52697,CALIFORNIA,F,COLLEGE,550505.7,86132.0,68.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,301.437365
NL41409,OREGON,F,BACHELOR,260620.85,28519.0,66.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,456.473115
OD69005,ARIZONA,F,HIGH SCHOOL OR BELOW,1048194.38,39102.0,88.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,152.338562
ZZ91716,CALIFORNIA,F,BACHELOR,325676.64,0.0,89.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,491.755368
UK70255,CALIFORNIA,F,COLLEGE,3047578.05,97298.0,128.0,1/0/00,PERSONAL AUTO,SPORTS CAR,48.517439
QT25383,NEVADA,M,HIGH SCHOOL OR BELOW,636490.22,41986.0,84.0,1/2/00,PERSONAL AUTO,TWO-DOOR CAR,430.375049
AW18068,ARIZONA,M,HIGH SCHOOL OR BELOW,946850.93,0.0,88.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,633.6
NS45347,OREGON,F,COLLEGE,563145.19,17291.0,73.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,350.4
FV19421,CALIFORNIA,M,BACHELOR,778099.93,0.0,74.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,246.489123
XW89091,CALIFORNIA,M,COLLEGE,981652.83,37256.0,62.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,128.969729
YC11951,OREGON,M,HIGH SCHOOL OR BELOW,751913.36,96306.0,95.0,1/1/00,CORPORATE AUTO,FOUR-DOOR CAR,185.355353
UY18770,CALIFORNIA,F,BACHELOR,1017971.7,14290.0,271.0,1/0/00,PERSONAL AUTO,LUXURY SUV,1300.8
RA49085,CALIFORNIA,F,COLLEGE,277283.92,37038.0,71.0,1/1/00,CORPORATE AUTO,FOUR-DOOR CAR,9.071305
BG84194,OREGON,M,COLLEGE,403750.18,90760.0,103.0,1/2/00,SPECIAL AUTO,SUV,133.475315
PT64580,WASHINGTON,M,MASTER,419196.61,77048.0,103.0,1/0/00,PERSONAL AUTO,SUV,141.199465
MR67738,OREGON,F,HIGH SCHOOL OR BELOW,267686.79,54480.0,67.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,321.6
DM95829,CALIFORNIA,M,COLLEGE,252395.96,16244.0,68.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,623.223617
DB75522,CALIFORNIA,F,COLLEGE,698840.16,22436.0,89.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,427.2
LM34525,WASHINGTON,F,COLLEGE,874205.78,71592.0,72.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,141.725051
WW30771,ARIZONA,M,MASTER,267331.96,28728.0,67.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,321.6
QP65569,ARIZONA,M,HIGH SCHOOL OR BELOW,1215732.99,57449.0,103.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,494.4
TN50051,CALIFORNIA,F,DOCTOR,295776.4,83318.0,73.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,211.336937
UO86707,WASHINGTON,M,BACHELORS,717390.94,75217.0,61.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,147.080303
JA41698,NEVADA,M,BACHELOR,309953.8,0.0,102.0,1/5/00,CORPORATE AUTO,SUV,862.762957
NX18774,OREGON,M,BACHELOR,841568.46,55308.0,107.0,1/0/00,CORPORATE AUTO,SUV,513.6
DA69469,OREGON,F,COLLEGE,2684312.45,36068.0,97.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,113.367765
CN23147,OREGON,M,BACHELOR,1305717.07,48804.0,112.0,1/1/00,CORPORATE AUTO,FOUR-DOOR CAR,537.6
RA68844,OREGON,M,COLLEGE,959995.02,0.0,131.0,1/0/00,PERSONAL AUTO,SUV,943.2
GH42026,OREGON,M,BACHELOR,853510.89,55790.0,111.0,1/0/00,PERSONAL AUTO,SUV,117.672722
BD16530,ARIZONA,F,BACHELOR,829348.19,70258.0,69.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,225.145949
JH91579,OREGON,F,BACHELOR,684615.03,0.0,95.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,456.0
WK23685,OREGON,F,BACHELOR,663685.98,47274.0,83.0,1/1/00,CORPORATE AUTO,FOUR-DOOR CAR,182.432565
GR62267,WASHINGTON,F,COLLEGE,560908.25,44705.0,71.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,148.173152
PI78084,ARIZONA,M,HIGH SCHOOL OR BELOW,507732.09,0.0,73.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,525.6
GF97874,WASHINGTON,F,MASTER,527562.7,70446.0,65.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,155.570802
ZH19885,WASHINGTON,F,HIGH SCHOOL OR BELOW,251459.2,43860.0,65.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,156.124914
UK25655,OREGON,F,BACHELOR,343525.01,64348.0,86.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,212.391975
QR45101,OREGON,M,BACHELOR,662461.18,0.0,62.0,1/0/00,CORPORATE AUTO,TWO-DOOR CAR,297.6
EL93539,CALIFORNIA,M,MASTER,575744.23,88997.0,72.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,174.041566
EE99484,WASHINGTON,F,HIGH SCHOOL OR BELOW,251459.2,43860.0,65.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,156.124914
DP46882,CALIFORNIA,F,HIGH SCHOOL OR BELOW,288645.16,10312.0,78.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,486.278557
WP41146,CALIFORNIA,F,HIGH SCHOOL OR BELOW,534143.88,0.0,72.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,345.6
TK60799,ARIZONA,F,HIGH SCHOOL OR BELOW,416001.81,96263.0,103.0,1/0/00,PERSONAL AUTO,SUV,1.924709
DN29808,CALIFORNIA,F,COLLEGE,284624.54,28919.0,72.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,518.4
SS59521,OREGON,F,COLLEGE,477025.66,0.0,68.0,1/1/00,PERSONAL AUTO,TWO-DOOR CAR,326.4
NG66579,OREGON,M,BACHELOR,505961.62,41869.0,64.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,262.12205
TC14209,ARIZONA,F,HIGH SCHOOL OR BELOW,909574.46,0.0,128.0,1/0/00,PERSONAL AUTO,SUV,921.6
ED50963,CALIFORNIA,F,HIGH SCHOOL OR BELOW,268886.4,32808.0,68.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,541.695658
GP40701,CALIFORNIA,F,BACHELOR,827763.76,79780.0,68.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,326.4
CP98451,OREGON,F,COLLEGE,905793.53,91025.0,112.0,1/0/00,PERSONAL AUTO,SUV,327.682669
NX52648,CALIFORNIA,F,HIGH SCHOOL OR BELOW,380175.04,33043.0,95.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,456.0
ZC32510,ARIZONA,M,HIGH SCHOOL OR BELOW,933934.16,69442.0,118.0,1/3/00,PERSONAL AUTO,FOUR-DOOR CAR,1265.570302
NG27780,OREGON,M,COLLEGE,252012.32,0.0,70.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,63.043197
HN95240,ARIZONA,F,COLLEGE,498409.53,0.0,70.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,336.0
EB59129,OREGON,F,BACHELOR,259574.8,47234.0,65.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,15.631363
RA70851,OREGON,M,HIGH SCHOOL OR BELOW,743769.33,86863.0,92.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,441.6
PM19162,OREGON,M,BACHELOR,1453678.76,25805.0,66.0,1/2/00,PERSONAL AUTO,FOUR-DOOR CAR,375.866091
MS59005,NEVADA,M,BACHELOR,591330.59,43676.0,76.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,364.8
SU71163,ARIZONA,M,COLLEGE,277166.3,59855.0,74.0,1/4/00,PERSONAL AUTO,TWO-DOOR CAR,355.2
BD35676,ARIZONA,M,MASTER,2919436.64,35296.0,126.0,1/0/00,PERSONAL AUTO,SUV,452.616872
NI44621,OREGON,F,MASTER,988038.58,36576.0,125.0,1/1/00,PERSONAL AUTO,SUV,113.450122
EW33419,CALIFORNIA,F,HIGH SCHOOL OR BELOW,1511440.24,28513.0,100.0,1/1/00,CORPORATE AUTO,SUV,480.0
HX44948,OREGON,M,BACHELOR,575991.08,85448.0,72.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,16.03451
DL36983,OREGON,F,HIGH SCHOOL OR BELOW,849516.42,23791.0,110.0,1/3/00,PERSONAL AUTO,TWO-DOOR CAR,615.27228
XR87264,CALIFORNIA,F,BACHELOR,438118.42,20597.0,112.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,615.256301
NN99001,ARIZONA,F,COLLEGE,699782.74,56940.0,87.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,512.66245
XV95530,OREGON,M,BACHELOR,1143058.85,93210.0,71.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,74.523935
OL97871,OREGON,F,BACHELOR,748248.61,48992.0,94.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,426.072946
HQ23708,ARIZONA,F,MASTER,859691.66,53736.0,71.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,169.287785
WR63188,ARIZONA,M,COLLEGE,785496.08,25378.0,66.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,419.464143
NG82219,OREGON,F,BACHELOR,258240.85,76731.0,64.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,201.455005
KU29408,WASHINGTON,M,MASTER,907576.82,37722.0,116.0,1/0/00,CORPORATE AUTO,SPORTS CAR,158.077504
RE46783,CALIFORNIA,F,BACHELOR,411858.86,69379.0,103.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,494.4
RU94434,OREGON,M,HIGH SCHOOL OR BELOW,1215732.99,57449.0,103.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,494.4
GI82355,ARIZONA,M,BACHELOR,515281.96,0.0,68.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,326.4
VO26340,NEVADA,M,COLLEGE,651297.65,0.0,93.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,669.6
NV61299,ARIZONA,F,BACHELOR,2778969.24,33806.0,89.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,395.729716
DX31066,WASHINGTON,F,COLLEGE,266727.0,94041.0,66.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,159.756733
CY50337,OREGON,F,COLLEGE,1092840.71,74965.0,90.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,58.557552
TJ20375,ARIZONA,F,HIGH SCHOOL OR BELOW,761538.13,34095.0,63.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,302.4
EP72155,CALIFORNIA,F,COLLEGE,200435.07,0.0,66.0,1/4/00,PERSONAL AUTO,FOUR-DOOR CAR,316.8
JJ76159,CALIFORNIA,M,COLLEGE,243468.12,96045.0,61.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,8.582971
BG15419,NEVADA,F,BACHELOR,1419536.03,86355.0,118.0,1/0/00,PERSONAL AUTO,SPORTS CAR,285.418473
AO74776,CALIFORNIA,F,HIGH SCHOOL OR BELOW,942768.49,27824.0,118.0,1/0/00,PERSONAL AUTO,SUV,566.4
HQ82233,CALIFORNIA,M,HIGH SCHOOL OR BELOW,1198242.09,42995.0,101.0,1/0/00,PERSONAL AUTO,SUV,410.508316
OL72737,OREGON,F,HIGH SCHOOL OR BELOW,310278.95,21235.0,79.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,244.23135
ZQ59828,CALIFORNIA,M,HIGH SCHOOL OR BELOW,422263.12,74585.0,106.0,1/0/00,PERSONAL AUTO,SUV,218.598065
NZ15548,OREGON,M,BACHELOR,402381.44,41833.0,103.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,643.826716
XK61304,CALIFORNIA,F,COLLEGE,529715.18,23908.0,70.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,336.0
EJ44139,OREGON,M,BACHELOR,2142363.72,0.0,65.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,312.0
